customer_id,total_logins,logins_last_30d,logins_prev_30d,engagement_trend,avg_session_minutes,session_minutes_trend,active_days,days_since_last_activity,total_purchases,purchases_last_30d,purchases_prev_30d,purchase_frequency,purchase_frequency_trend,avg_order_value,total_spend,spend_trend,distinct_product_categories,activity_gap_std,coefficient_of_variation_sessions,active_weeks_ratio,tenure_months,recency_days,support_tickets_count,late_or_missed_payments,plan_type,contract_type,monthly_fee,payment_method,region,churn
35,162,5.0,6,-0.14285714285714285,38.803086419753086,-0.18693420438637431,225,7,77.0,1.0,3.0,3.96595600676819,-0.5,33.751948051948055,2598.9,-0.9180575284090908,6,1.9768033390764312,0.25445872093897853,0.9830795262267343,19.415243101182654,7,3.0,0,Premium,Monthly,39.99,paypal,Europe,1
36,127,21.0,18,0.15789473684210525,40.41732283464567,0.014467958492952057,128,1,8.0,0.0,2.0,1.1879024390243902,-0.6666666666666666,36.31125,290.49,0.0,6,1.017777242909998,0.23792638819462816,1.0,6.734559789750328,1,2.0,0,Premium,Monthly,39.99,apple_pay,Asia,0
37,177,9.0,6,0.42857142857142855,32.36779661016949,0.05188834154351388,219,2,42.0,3.0,4.0,2.371948051948052,-0.2,36.69690476190476,1541.27,-0.19249139175830277,6,1.9677192369533463,0.26194113786051504,0.974025974025974,17.706964520367936,2,13.0,0,Basic,Monthly,9.99,bank_transfer,Asia,0
38,177,14.0,17,-0.16666666666666666,31.739548022598868,-0.14812579784147603,190,1,38.0,2.0,4.0,3.8429235880398673,-0.4,30.381842105263157,1154.51,-0.6773428232502965,6,1.0257574363053699,0.22990871502172053,1.0,9.888304862023652,1,0.0,0,Premium,Monthly,39.99,credit_card,North America,0
39,601,11.0,18,-0.3684210526315789,42.36622296173044,-0.15748446223533147,658,3,120.0,1.0,2.0,3.351192660550459,-0.3333333333333333,42.299166666666665,5075.9,-0.8242845117845118,6,1.069654359339408,0.26928008869841535,0.9954128440366972,35.808147174770035,3,20.0,0,Premium,Monthly,39.99,credit_card,North America,0
40,309,7.0,12,-0.38461538461538464,42.93915857605178,0.1449933244325768,352,2,68.0,3.0,1.0,2.4878846153846155,1.0,38.22147058823529,2599.06,-0.7965065097530465,6,1.706789334724656,0.2583492441422749,0.984375,27.33245729303548,2,5.0,0,Basic,Monthly,9.99,credit_card,Asia,0
41,89,8.0,10,-0.18181818181818182,17.057303370786517,-0.16776750330250997,93,11,9.0,1.0,0.0,1.5305027932960895,1.0,27.857777777777777,250.72,0.0,6,1.1823676716811864,0.29312275803356524,0.9776536312849161,5.88042049934297,11,0.0,0,Premium,Monthly,39.99,credit_card,North America,1
42,536,14.0,22,-0.34782608695652173,39.7589552238806,0.15785639786103342,586,1,110.0,3.0,4.0,3.7538116591928254,-0.2,36.585454545454546,4024.4,-0.5262875536480687,6,0.8640289763014538,0.25360881834958815,1.0,29.303547963206306,1,5.0,0,Basic,Monthly,9.99,paypal,Europe,0
43,209,12.0,14,-0.13333333333333333,17.964114832535884,-0.007161007161007393,239,1,47.0,0.0,4.0,3.06355460385439,-0.8,34.35,1614.45,0.0,6,1.41196155360374,0.23251963672519896,1.0,15.341655716162943,1,4.0,0,Premium,Annual,39.99,credit_card,North America,0
44,173,4.0,7,-0.375,18.68843930635838,-0.02662721893491115,218,14,54.0,0.0,3.0,2.5095572519083973,-0.75,33.25777777777778,1795.92,0.0,6,2.6283895207802828,0.2424604605058402,0.9083969465648856,21.517739816031536,14,6.0,0,Standard,Monthly,19.99,credit_card,North America,1
45,275,8.0,4,0.8,41.65563636363636,0.08752860411899303,357,1,111.0,5.0,4.0,3.8007199100112485,0.2,35.75765765765766,3969.1,0.23850784385260845,6,1.9936340370098744,0.2480063433823616,0.968503937007874,29.204993429697765,1,4.0,0,Basic,Annual,9.99,credit_card,Asia,0
46,306,8.0,13,-0.35714285714285715,21.357843137254903,-0.06676936619718316,368,4,69.0,1.0,5.0,2.1109145728643215,-0.6666666666666666,42.5868115942029,2938.4900000000002,-0.9748829289059174,6,1.9385560178120835,0.25771468061568303,0.9849246231155779,32.68725361366623,4,13.0,0,Standard,Monthly,19.99,bank_transfer,North America,0
47,83,13.0,17,-0.2222222222222222,31.809638554216864,-0.14410798978475012,85,1,5.0,0.0,3.0,1.0718309859154929,-0.75,35.574,177.87,0.0,6,1.3473162376282366,0.29059060183285046,1.0,4.664914586070959,1,8.0,0,Premium,Monthly,39.99,credit_card,Europe,1
48,483,17.0,15,0.125,26.29937888198758,-0.012734416362471121,517,1,67.0,8.0,3.0,2.4781044957472664,1.25,38.6589552238806,2590.15,-0.2165991902834008,6,0.9248824472362365,0.2363824070424874,1.0,27.036793692509853,1,9.0,0,Basic,Monthly,9.99,credit_card,North America,0
49,101,12.0,7,0.625,12.136633663366336,0.04180602006688955,140,1,53.0,5.0,6.0,4.043408521303258,-0.14285714285714285,42.15981132075472,2234.4700000000003,-0.742415025473348,6,2.1908949890131453,0.2710806688610489,1.0,13.107752956636006,1,0.0,0,Basic,Annual,9.99,apple_pay,Europe,0
50,554,17.0,23,-0.25,28.89115523465704,-0.0607616456987418,584,1,80.0,5.0,3.0,2.854865181711606,0.5,34.148624999999996,2731.89,1.0406654343807762,6,0.8195230012509929,0.26639525636592365,1.0,28.02233902759527,1,2.0,0,Premium,Monthly,39.99,bank_transfer,Europe,0
51,321,9.0,11,-0.16666666666666666,15.808099688473519,-0.0878115996492546,363,2,79.0,4.0,1.0,3.3633006993006993,1.5,35.92620253164557,2838.17,12.49812030075188,6,1.3821199040639842,0.2523954900412565,0.9986013986013986,23.488830486202364,2,5.0,0,Basic,Monthly,9.99,bank_transfer,North America,0
52,310,5.0,11,-0.5,26.26451612903226,-0.03435662965382093,360,1,67.0,2.0,3.0,1.934990512333966,-0.25,36.91373134328358,2473.22,-0.29584599797365746,6,2.519419295053736,0.23854547813663307,0.9364326375711575,34.62549277266754,1,9.0,0,Standard,Monthly,19.99,apple_pay,North America,0
53,409,6.0,8,-0.2222222222222222,14.4,-0.2995983935742972,483,9,125.0,3.0,6.0,3.613485280151947,-0.42857142857142855,37.5484,4693.55,-0.9221283437093796,6,1.6457100987441917,0.26260923393790875,0.9905033238366573,34.59264126149803,9,2.0,0,Standard,Annual,19.99,apple_pay,North America,0
54,320,23.0,14,0.6,41.403125,0.12457130213519191,331,1,24.0,0.0,2.0,1.3210849909584088,-0.6666666666666666,28.1375,675.3,0.0,6,0.9602009246000739,0.2603121615164413,1.0,18.166885676741128,1,6.0,0,Standard,Monthly,19.99,paypal,Europe,0
55,111,3.0,6,-0.42857142857142855,12.072972972972972,-0.4221508828250401,137,8,35.0,0.0,1.0,2.3415384615384616,-0.5,40.08171428571429,1402.8600000000001,0.0,6,2.677500460242155,0.2554640360449632,0.9076923076923077,14.947437582128778,8,4.0,0,Standard,Monthly,19.99,paypal,South America,1
56,111,22.0,15,0.4375,18.16936936936937,-0.07332115121059836,121,1,24.0,5.0,4.0,4.036243093922652,0.2,22.769583333333333,546.47,2.3409947707649277,6,0.8501112136833934,0.2574358317482804,1.0,5.946123521681997,1,2.0,0,Standard,Monthly,19.99,bank_transfer,Europe,0
57,80,17.0,17,0.0,34.089999999999996,0.010673782521681082,86,1,11.0,2.0,3.0,2.3747517730496455,-0.25,18.275454545454547,201.03,-0.637347294938918,6,0.9740325948336223,0.23915809962463963,1.0,4.6320630749014455,1,1.0,0,Standard,Monthly,19.99,credit_card,North America,1
58,282,8.0,10,-0.18181818181818182,38.355673758865244,-0.059434692823954444,354,2,96.0,1.0,4.0,2.80176414189837,-0.6,34.035625,3267.42,-0.9840958856747725,6,2.612117038163907,0.24289364004974606,0.9463087248322147,34.26412614980289,2,13.0,0,Basic,Monthly,9.99,paypal,Europe,0
59,262,10.0,21,-0.5,31.4293893129771,-0.24941470266895596,286,2,50.0,0.0,3.0,3.2660944206008584,-0.75,46.7662,2338.31,0.0,6,1.0461668298263953,0.25981211826160294,1.0,15.308804204993429,2,6.0,0,Basic,Annual,9.99,paypal,South America,1
60,618,21.0,19,0.1,44.626051779935274,0.18261243732694762,657,1,126.0,1.0,2.0,4.075919234856536,-0.3333333333333333,43.86,5526.36,1.9993608181527645,6,0.7667207663609794,0.25086194667009415,1.0,30.913272010512483,1,8.0,0,Basic,Monthly,9.99,paypal,North America,0
61,317,15.0,15,0.0,14.617981072555203,-0.16324786324786325,332,6,30.0,0.0,0.0,1.5373737373737375,0.0,20.27,608.1,0.0,6,1.201017298964649,0.25853045733045676,1.0,19.513797634691194,6,8.0,0,Basic,Monthly,9.99,credit_card,North America,0
62,361,11.0,9,0.2,28.402493074792243,-0.10159896413622811,424,1,88.0,2.0,2.0,2.6495746785361027,0.0,36.97363636363636,3253.68,-0.9105600445806631,6,1.708765473617787,0.2529064050567957,0.990108803165183,33.21287779237845,1,2.0,0,Premium,Annual,39.99,credit_card,Asia,0
63,531,20.0,17,0.16666666666666666,35.90357815442561,-0.08864622057001241,554,2,53.0,1.0,2.0,1.6911111111111112,-0.3333333333333333,53.18867924528302,2819.0,-0.7363570654138055,6,1.1381986817872176,0.2538636188045099,1.0,31.340341655716163,2,6.0,0,Standard,Monthly,19.99,credit_card,South America,0
64,14,4.0,10,-0.5454545454545454,21.392857142857142,0.0020107238605897295,19,4,3.0,2.0,1.0,2.029333333333333,0.5,38.28333333333333,114.85,0.9278376346780257,6,2.5159621140782553,0.23471652141723862,0.9333333333333333,1.4783180026281209,4,2.0,0,Standard,Monthly,19.99,apple_pay,Europe,1
65,19,9.0,10,-0.09090909090909091,34.66842105263158,0.05081826012058559,26,2,8.0,6.0,2.0,4.127457627118645,1.3333333333333333,12.2325,97.86,0.5159989921894685,6,1.7625738755203042,0.23448734121014836,1.0,1.938239159001314,2,0.0,0,Standard,Annual,19.99,credit_card,Asia,1
66,532,16.0,18,-0.10526315789473684,40.08665413533834,0.14175094816687744,554,2,51.0,2.0,3.0,1.7462767154105738,-0.25,26.32607843137255,1342.63,-0.3101483446311033,6,0.9929746407685466,0.25651967230233863,1.0,29.204993429697765,2,3.0,0,Standard,Monthly,19.99,bank_transfer,North America,0
67,274,18.0,18,0.0,18.295255474452553,-0.03314447592067982,290,3,34.0,0.0,0.0,1.9751145038167939,0.0,39.09176470588235,1329.12,0.0,6,1.199478853259035,0.24805995707456696,1.0,17.21419185282523,3,2.0,0,Standard,Annual,19.99,paypal,Asia,0
68,18,7.0,9,-0.2,20.022222222222222,-0.17841269841269833,18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3.1377680340162364,0.34710345566955286,0.9545454545454545,2.1681997371879107,1,0.0,0,Basic,Annual,9.99,apple_pay,Europe,1
69,439,22.0,16,0.35294117647058826,32.17289293849658,-0.08277281641517693,467,2,71.0,3.0,1.0,3.096332378223496,1.0,31.4212676056338,2230.91,7.975675675675676,6,0.8582060392448302,0.25746768323088837,1.0,22.93035479632063,2,3.0,0,Premium,Annual,39.99,credit_card,North America,0
70,156,10.0,9,0.1,23.81474358974359,-0.19802354920100926,184,2,35.0,0.0,1.0,2.0409961685823754,-0.5,28.653142857142857,1002.86,0.0,6,2.0970994772538445,0.2473073936078783,0.9789272030651341,17.1484888304862,2,2.0,0,Standard,Annual,19.99,paypal,Europe,0
71,35,5.0,5,0.0,38.20285714285714,-0.5697389885807503,39,9,7.0,0.0,0.0,1.70464,0.0,37.5,262.5,0.0,6,2.578497362544443,0.3155410381302945,0.84,4.106438896189225,9,1.0,0,Standard,Monthly,19.99,paypal,South America,1
72,184,12.0,13,-0.07142857142857142,37.98586956521739,0.07578317493840198,248,2,81.0,4.0,2.0,4.207576791808874,0.6666666666666666,43.57913580246913,3529.91,3.0407224958949093,6,1.9076296083073963,0.2824549749037995,0.9795221843003413,19.250985545335084,2,5.0,0,Standard,Monthly,19.99,credit_card,North America,0
73,500,14.0,14,0.0,34.8936,0.020234722784297887,535,3,67.0,0.0,2.0,2.1929892473118278,-0.6666666666666666,28.221194029850746,1890.82,0.0,6,1.1293206901676798,0.25656855642636395,1.0,30.55190538764783,3,5.0,0,Standard,Monthly,19.99,credit_card,Europe,0
74,166,19.0,21,-0.09090909090909091,15.990361445783133,0.09166478427829236,171,1,13.0,2.0,1.0,1.3884912280701756,0.5,46.8423076923077,608.95,-0.1329770003239391,6,1.013380718355222,0.21898549717462337,1.0,9.362680683311432,1,0.0,0,Basic,Monthly,9.99,credit_card,North America,0
75,220,24.0,22,0.08695652173913043,38.20863636363636,-0.011682329095264508,227,1,13.0,1.0,2.0,1.2562539682539684,-0.3333333333333333,70.10692307692308,911.39,-0.5860665446322816,6,0.7992621966520435,0.2499521645880534,1.0,10.348226018396845,1,2.0,0,Standard,Monthly,19.99,paypal,North America,0
76,224,10.0,7,0.375,17.2875,-0.09122807017543877,277,1,66.0,5.0,1.0,2.2960457142857145,2.0,38.1390909090909,2517.18,-0.21996188906628217,6,2.443792383186676,0.25360269890821696,1.0,28.74507227332457,1,1.0,0,Standard,Monthly,19.99,paypal,Asia,0
77,174,5.0,6,-0.14285714285714285,21.85632183908046,-0.20228245363766034,223,6,65.0,2.0,1.0,3.314237855946399,0.5,45.94307692307692,2986.3,0.3501577287066247,6,2.0881719929706404,0.25139370474816447,0.9849246231155778,19.612352168199735,6,7.0,0,Standard,Monthly,19.99,bank_transfer,North America,0
78,254,5.0,9,-0.4,31.86771653543307,0.10892327955218986,327,5,87.0,3.0,1.0,2.8568284789644016,1.0,42.19494252873563,3670.96,3.3251130291820794,6,2.20236262513913,0.2622174178753104,0.9741100323624596,30.453350854139288,5,6.0,0,Basic,Annual,9.99,credit_card,North America,0
79,453,16.0,20,-0.19047619047619047,16.12362030905077,-0.04142177441925563,495,1,97.0,3.0,4.0,3.7328445006321114,-0.2,30.664020618556698,2974.41,-0.23863247863247863,6,0.9873846004036739,0.24944405790016588,1.0,25.985545335085412,1,2.0,0,Basic,Annual,9.99,credit_card,Asia,0
80,500,15.0,16,-0.058823529411764705,39.405199999999994,0.18843389603877675,557,2,123.0,5.0,5.0,3.9536642027455127,0.0,45.84016260162602,5638.34,-0.384118049745189,6,1.1352163028179607,0.24969770985646084,0.9978880675818375,31.110381077529563,2,4.0,0,Standard,Monthly,19.99,credit_card,South America,0
81,284,12.0,13,-0.07142857142857142,15.957394366197182,-0.3142361111111111,327,1,49.0,0.0,0.0,2.0047849462365592,0.0,29.84285714285714,1462.3,0.0,6,1.8171434677140332,0.2686698258039424,0.9690860215053763,24.441524310118265,1,16.0,0,Basic,Monthly,9.99,paypal,North America,1
82,639,22.0,20,0.09523809523809523,18.281064162754305,-0.013968399358827573,660,1,50.0,0.0,0.0,1.502467917077986,0.0,41.6138,2080.69,0.0,6,0.9306597880671639,0.2638753237829952,1.0,33.27858081471748,1,10.0,0,Standard,Monthly,19.99,credit_card,Asia,0
83,455,9.0,12,-0.23076923076923078,38.502197802197806,-0.12045724145368286,511,8,89.0,1.0,1.0,2.8487486855941118,0.0,46.59898876404495,4147.31,1.0152143845089903,6,1.1965592002247583,0.2736193635402883,1.0,31.24178712220762,8,20.0,0,Premium,Monthly,39.99,credit_card,North America,1
84,281,9.0,21,-0.5454545454545454,29.754804270462635,-0.05305039787798402,322,7,75.0,0.0,1.0,3.7426229508196727,-0.5,29.2892,2196.69,0.0,6,1.3781364680649713,0.23207439415342668,0.9868852459016394,20.039421813403415,7,5.0,0,Standard,Monthly,19.99,credit_card,South America,1
85,103,7.0,12,-0.38461538461538464,31.42233009708738,0.06173389792734554,133,4,45.0,2.0,5.0,4.550830564784054,-0.5,38.952888888888886,1752.8799999999999,-0.4726172039983106,6,1.6548563739251243,0.2259666762540674,0.9767441860465116,9.888304862023652,4,1.0,0,Standard,Monthly,19.99,credit_card,North America,0
86,443,18.0,18,0.0,13.837020316027088,0.06658644203770546,483,2,95.0,4.0,4.0,4.160863309352518,0.0,40.79357894736842,3875.39,7.941935483870967,6,0.7799898449189506,0.24993201851732624,1.0,22.831800262812088,2,12.0,0,Standard,Monthly,19.99,paypal,Asia,0
87,37,8.0,7,0.125,27.2,0.012839276210750311,51,1,22.0,3.0,4.0,5.580666666666667,-0.2,24.51590909090909,539.35,0.05105829929446714,6,2.154823729710263,0.2052778385824244,0.9916666666666667,3.9421813403416555,1,0.0,0,Basic,Annual,9.99,credit_card,Asia,0
88,263,12.0,13,-0.07142857142857142,26.18897338403042,-0.11922899353647283,287,1,45.0,0.0,2.0,2.06606334841629,-0.6666666666666666,45.20755555555555,2034.34,0.0,6,1.632647534160735,0.24973187485200538,1.0,21.780551905387647,1,3.0,0,Premium,Monthly,39.99,bank_transfer,North America,0
89,377,19.0,19,0.0,43.05915119363395,-0.08819098389152862,394,2,63.0,2.0,5.0,3.3293749999999998,-0.5,32.948253968253965,2075.74,-0.9238536707592082,6,0.8384224312574817,0.26886731137267295,1.0,18.922470433639948,2,7.0,0,Basic,Annual,9.99,paypal,North America,0
90,43,6.0,5,0.16666666666666666,31.5,0.03648121034651047,49,11,8.0,1.0,3.0,1.691111111111111,-0.5,45.739999999999995,365.91999999999996,1.0347184550287511,6,2.156036388329617,0.3676337728458905,0.9722222222222221,4.730617608409987,11,0.0,0,Basic,Annual,9.99,credit_card,North America,1
